item_id,action,topic,intent,target_url,suggested_url,page_type,priority,evidence,recommendation
cp-132,section_or_separate_page_after_overlap_check,evakuator xizmati narxlari comparison,comparison,,/evakuator-xizmati-narxlari-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-133,section_or_separate_page_after_overlap_check,evakuator xizmati narxlari cost,cost,,/evakuator-xizmati-narxlari-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-134,section_or_separate_page_after_overlap_check,evakuator xizmati narxlari risks,risks,,/evakuator-xizmati-narxlari-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-135,section_or_separate_page_after_overlap_check,evakuator xizmati narxlari alternatives,alternatives,,/evakuator-xizmati-narxlari-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-136,section_or_separate_page_after_overlap_check,how to choose evakuator xizmati narxlari,process,,/how-to-choose-evakuator-xizmati-narxlari/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-137,section_or_separate_page_after_overlap_check,эвакуатор уз comparison,comparison,,/эвакуатор-уз-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-138,section_or_separate_page_after_overlap_check,эвакуатор уз cost,cost,,/эвакуатор-уз-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-139,section_or_separate_page_after_overlap_check,эвакуатор уз risks,risks,,/эвакуатор-уз-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-140,section_or_separate_page_after_overlap_check,эвакуатор уз alternatives,alternatives,,/эвакуатор-уз-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-141,section_or_separate_page_after_overlap_check,how to choose эвакуатор уз,process,,/how-to-choose-эвакуатор-уз/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-142,section_or_separate_page_after_overlap_check,эвакуатор сергели comparison,comparison,,/эвакуатор-сергели-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-143,section_or_separate_page_after_overlap_check,эвакуатор сергели cost,cost,,/эвакуатор-сергели-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-144,section_or_separate_page_after_overlap_check,эвакуатор сергели risks,risks,,/эвакуатор-сергели-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-145,section_or_separate_page_after_overlap_check,эвакуатор сергели alternatives,alternatives,,/эвакуатор-сергели-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-146,section_or_separate_page_after_overlap_check,how to choose эвакуатор сергели,process,,/how-to-choose-эвакуатор-сергели/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-147,section_or_separate_page_after_overlap_check,заказать автоэвакуатор comparison,comparison,,/заказать-автоэвакуатор-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-148,section_or_separate_page_after_overlap_check,заказать автоэвакуатор cost,cost,,/заказать-автоэвакуатор-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-149,section_or_separate_page_after_overlap_check,заказать автоэвакуатор risks,risks,,/заказать-автоэвакуатор-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-150,section_or_separate_page_after_overlap_check,заказать автоэвакуатор alternatives,alternatives,,/заказать-автоэвакуатор-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-151,section_or_separate_page_after_overlap_check,how to choose заказать автоэвакуатор,process,,/how-to-choose-заказать-автоэвакуатор/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-152,section_or_separate_page_after_overlap_check,эвакуатор хизмати comparison,comparison,,/эвакуатор-хизмати-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-153,section_or_separate_page_after_overlap_check,эвакуатор хизмати cost,cost,,/эвакуатор-хизмати-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-154,section_or_separate_page_after_overlap_check,эвакуатор хизмати risks,risks,,/эвакуатор-хизмати-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-155,section_or_separate_page_after_overlap_check,эвакуатор хизмати alternatives,alternatives,,/эвакуатор-хизмати-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-156,section_or_separate_page_after_overlap_check,how to choose эвакуатор хизмати,process,,/how-to-choose-эвакуатор-хизмати/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-157,section_or_separate_page_after_overlap_check,эвакуатор юнусабад comparison,comparison,,/эвакуатор-юнусабад-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-158,section_or_separate_page_after_overlap_check,эвакуатор юнусабад cost,cost,,/эвакуатор-юнусабад-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-159,section_or_separate_page_after_overlap_check,эвакуатор юнусабад risks,risks,,/эвакуатор-юнусабад-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-160,section_or_separate_page_after_overlap_check,эвакуатор юнусабад alternatives,alternatives,,/эвакуатор-юнусабад-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-161,section_or_separate_page_after_overlap_check,how to choose эвакуатор юнусабад,process,,/how-to-choose-эвакуатор-юнусабад/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-162,section_or_separate_page_after_overlap_check,эвакуатор цена comparison,comparison,,/эвакуатор-цена-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-163,section_or_separate_page_after_overlap_check,эвакуатор цена cost,cost,,/эвакуатор-цена-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-164,section_or_separate_page_after_overlap_check,эвакуатор цена risks,risks,,/эвакуатор-цена-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-165,section_or_separate_page_after_overlap_check,эвакуатор цена alternatives,alternatives,,/эвакуатор-цена-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-166,section_or_separate_page_after_overlap_check,how to choose эвакуатор цена,process,,/how-to-choose-эвакуатор-цена/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-167,section_or_separate_page_after_overlap_check,эвакуатор легковых автомобилей comparison,comparison,,/эвакуатор-легковых-автомобилей-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-168,section_or_separate_page_after_overlap_check,эвакуатор легковых автомобилей cost,cost,,/эвакуатор-легковых-автомобилей-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-169,section_or_separate_page_after_overlap_check,эвакуатор легковых автомобилей risks,risks,,/эвакуатор-легковых-автомобилей-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-170,section_or_separate_page_after_overlap_check,эвакуатор легковых автомобилей alternatives,alternatives,,/эвакуатор-легковых-автомобилей-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-171,section_or_separate_page_after_overlap_check,how to choose эвакуатор легковых автомобилей,process,,/how-to-choose-эвакуатор-легковых-автомобилей/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-172,section_or_separate_page_after_overlap_check,эвакуатор стоимость comparison,comparison,,/эвакуатор-стоимость-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-173,section_or_separate_page_after_overlap_check,эвакуатор стоимость cost,cost,,/эвакуатор-стоимость-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-174,section_or_separate_page_after_overlap_check,эвакуатор стоимость risks,risks,,/эвакуатор-стоимость-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-175,section_or_separate_page_after_overlap_check,эвакуатор стоимость alternatives,alternatives,,/эвакуатор-стоимость-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-176,section_or_separate_page_after_overlap_check,how to choose эвакуатор стоимость,process,,/how-to-choose-эвакуатор-стоимость/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-177,section_or_separate_page_after_overlap_check,номер телефона эвакуатора comparison,comparison,,/номер-телефона-эвакуатора-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-178,section_or_separate_page_after_overlap_check,номер телефона эвакуатора cost,cost,,/номер-телефона-эвакуатора-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-179,section_or_separate_page_after_overlap_check,номер телефона эвакуатора risks,risks,,/номер-телефона-эвакуатора-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-180,section_or_separate_page_after_overlap_check,номер телефона эвакуатора alternatives,alternatives,,/номер-телефона-эвакуатора-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-181,section_or_separate_page_after_overlap_check,how to choose номер телефона эвакуатора,process,,/how-to-choose-номер-телефона-эвакуатора/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-182,section_or_separate_page_after_overlap_check,эвакуатор срочно comparison,comparison,,/эвакуатор-срочно-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-183,section_or_separate_page_after_overlap_check,эвакуатор срочно cost,cost,,/эвакуатор-срочно-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-184,section_or_separate_page_after_overlap_check,эвакуатор срочно risks,risks,,/эвакуатор-срочно-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-185,section_or_separate_page_after_overlap_check,эвакуатор срочно alternatives,alternatives,,/эвакуатор-срочно-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-186,section_or_separate_page_after_overlap_check,how to choose эвакуатор срочно,process,,/how-to-choose-эвакуатор-срочно/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-187,section_or_separate_page_after_overlap_check,заказать эвакуатор comparison,comparison,,/заказать-эвакуатор-comparison/,supporting_qfo_module,high,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-188,section_or_separate_page_after_overlap_check,заказать эвакуатор cost,cost,,/заказать-эвакуатор-cost/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-189,section_or_separate_page_after_overlap_check,заказать эвакуатор risks,risks,,/заказать-эвакуатор-risks/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-190,section_or_separate_page_after_overlap_check,заказать эвакуатор alternatives,alternatives,,/заказать-эвакуатор-alternatives/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-191,section_or_separate_page_after_overlap_check,how to choose заказать эвакуатор,process,,/how-to-choose-заказать-эвакуатор/,supporting_qfo_module,medium,fan-out branch,Use as a page section unless SERP/AI evidence proves a materially distinct user task.
cp-192,external_source_alignment,Услуги эвакуатора cited-source pattern,citation_source,,,placement_or_reference,high,cited URLs present in imported evidence,Inspect repeated cited URLs and align page modules with useful answer fragments.
